Title,Model,Type,Year,Mileage,Transmission,Location,CC,Variant,Price,Origin
2024 Honda CITY 1.5 V HATCHBACK (A),CITY,4D HATCHBACK,2024,<4k,Auto,Selangor,1.5,HATCHBACK V,77900,MALAYSIA
2018 Honda CR-V 1.5 TC-P 2WD (A) super CAR King!,CR-V,4D SUV,2018,85k - 89k,Auto,Johor,1.5,TC-P 2WD,89999,MALAYSIA
2018 Honda CIVIC 1.5 TC (A) Free Warranty,CIVIC,4D SEDAN,2018,90k - 94k,Auto,Kuala Lumpur,1.5,TC,81800,MALAYSIA
2022 Honda CITY 1.5 e-HEV RS HATCHBACK,CITY,4D HATCHBACK,2022,10k - 14k,Auto,Kedah,1.5,HATCHBACK e-HEV RS,91900,MALAYSIA
2016 Honda JAZZ 1.5 E (A),JAZZ,4D HATCHBACK,2016,130k - 139k,Auto,Selangor,1.5,E,48800,MALAYSIA
2016 Honda JAZZ 1.5 V (A),JAZZ,4D HATCHBACK,2016,90k - 94k,Auto,Selangor,1.5,V,50300,MALAYSIA
2017 Honda CIVIC 1.5 TC (A) boleh loan Kedai,CIVIC,4D SEDAN,2017,70k - 74k,Auto,Selangor,1.5,TC,75800,MALAYSIA
Honda JAZZ 1.3 HYBRID FACELIFT_BLSIT LOAN KEDAI,JAZZ,4D HATCHBACK,2014,120k - 129k,Auto,Selangor,1.3,HYBRID,29800,MALAYSIA
2023 Honda CIVIC 2.0 TYPE R (FL5) (A) NEW CAR,CIVIC,4D HATCHBACK,2023,<4k,Auto,Selangor,2,TYPE R,299000,JAPAN
2016 Honda JAZZ 1.5 V (A),JAZZ,4D HATCHBACK,2016,85k - 89k,Auto,Selangor,1.5,V,41800,MALAYSIA
2018 Honda JAZZ 1.5 HYBRID (A)RS BODYKIT-FSR HONDA,JAZZ,4D HATCHBACK,2018,80k - 84k,Auto,Kuala Lumpur,1.5,HYBRID,49888,MALAYSIA
2016 Honda JAZZ 1.5 V (A),JAZZ,4D HATCHBACK,2016,90k - 94k,Auto,Kuala Lumpur,1.5,V,49800,MALAYSIA
2017 FULL LOAN Honda CIVIC 1.8 S i-VTEC (A),CIVIC,4D SEDAN,2017,100k - 109k,Auto,Johor,1.8,S i-VTEC,74999,MALAYSIA
2017 FULL LOAN Honda CIVIC 1.8 S i-VTEC (A),CIVIC,4D SEDAN,2017,100k - 109k,Auto,Johor,1.8,S i-VTEC,73999,MALAYSIA
2017 Honda CITY 1.5 E (A) FULL LOAN /LOAN KEDAI,CITY,4D SEDAN,2017,75k - 79k,Auto,Selangor,1.5,E,48800,MALAYSIA
2017 Honda CR-V 1.5 TC-PREMIUM TCP (A) F/SERVICE,CR-V,4D SUV,2017,110k - 119k,Auto,Perak,1.5,TC-P 2WD,89999,MALAYSIA
"1997/02 Honda CR-V 2.0 (A) 2WD, Malay Owner",CR-V,4D SUV,1997,200k - 249k,Auto,Kuala Lumpur,2,-,8800,JAPAN
R /2015/ Honda CIVIC 1.8 SE MODULO S FACELIFT (A),CIVIC,4D SEDAN,2015,75k - 79k,Auto,Selangor,1.8,SE MODULO S,39800,MALAYSIA
2024 Honda CITY 1.5 E HATCHBACK NEW READY STOCK,CITY,4D SEDAN,2024,<4k,Auto,Selangor,1.5,E,84900,MALAYSIA
2016 Honda CIVIC 1.5 TC-PREMIUM (A) F / S RECORD,CIVIC,4D SEDAN,2016,70k - 74k,Auto,Kuala Lumpur,1.5,TC-PREMIUM,72800,MALAYSIA
2018 Honda CITY 1.5 V FACELIFT (A) GOOD CONDITION,CITY,4D SEDAN,2018,80k - 84k,Auto,Kuala Lumpur,1.5,V,57800,MALAYSIA
2017 Honda ACCORD 2.0 VTi-L FACELIFT (A),ACCORD,4D SEDAN,2017,55k - 59k,Auto,Johor,2,VTi-L,77999,MALAYSIA
ORI 2022 Honda CIVIC 2.0 RS HYBRID (A) 11K Km Only,CIVIC,4D SEDAN,2022,10k - 14k,Auto,Selangor,2,e:HEV RS,128800,MALAYSIA
2020 Honda CIVIC 1.5 TC-P TCP FACELIFT HONDA SENSE,CIVIC,4D SEDAN,2020,40k - 44k,Auto,Kuala Lumpur,1.5,TC-PREMIUM,95800,MALAYSIA
2016 Honda SHUTTLE 1.5 G (A),SHUTTLE,5D WAGON,2016,30k - 34k,Auto,Selangor,1.5,G,77800,JAPAN
Honda CITY 1.5 S+ (A) ANDROID PLAYER MONTHLY 615,CITY,4D SEDAN,2016,90k - 94k,Auto,Selangor,1.5,S+,37800,MALAYSIA
Y-2016 Honda CIVIC 2.0 NAVI FACELIFT WITH WARRANTY,CIVIC,4D SEDAN,2016,75k - 79k,Auto,Selangor,2,NAVI,48888,MALAYSIA
2019 Honda BR-V 1.5 V (A) /FREE WARRANTY,BR-V,4D WAGON,2019,55k - 59k,Auto,Selangor,1.5,V,48770,MALAYSIA
2018 Honda CIVIC 1.8 S i-VTEC (A)/SERVICE RECORD,CIVIC,4D SEDAN,2018,80k - 84k,Auto,Kuala Lumpur,1.8,S i-VTEC,69800,MALAYSIA
2015 Honda CITY 1.5 V Modulo Bdykit F/Spec Rev/Cam,CITY,4D SEDAN,2015,85k - 89k,Auto,Kuala Lumpur,1.5,V,36666,MALAYSIA
2011 Honda CIVIC 1.8 i-VTEC (A),CIVIC,4D SEDAN,2011,85k - 89k,Auto,Johor,1.8,i-VTEC,32800,MALAYSIA
2020 Honda CITY 1.5 V (A) no document can loan,CITY,4D SEDAN,2020,85k - 89k,Auto,Kuala Lumpur,1.5,V,63800,MALAYSIA
Honda CITY 1.5 S+ (A) - LOW ORI MILEAGE 2017,CITY,4D SEDAN,2017,65k - 69k,Auto,Penang,1.5,S+,41800,MALAYSIA
2017 Honda ACCORD 2.0 VTi-L FACELIFT (A),ACCORD,4D SEDAN,2017,45k - 49k,Auto,Johor,2,VTi-L,79800,MALAYSIA
2020 Honda CR-V 1.5 TC-P 2WD 1.5L (A),CR-V,4D SUV,2020,60k - 64k,Auto,Johor,1.5,TC-P 2WD,108999,MALAYSIA
2019 Honda HR-V 1.8 RS ENHANCED (A) Facelift,HR-V,4D WAGON,2019,60k - 64k,Auto,Kuala Lumpur,1.8,RS,73300,MALAYSIA
2017 Honda ACCORD 2.0 VTi-L FACELIFT (A),ACCORD,4D SEDAN,2017,100k - 109k,Auto,Johor,2,VTi-L,77999,MALAYSIA
HONDA CIVIC 1.8 S (a) NEW FACELIFT U/WARRANTY 1.5,CIVIC,4D SEDAN,2020,85k - 89k,Auto,Selangor,1.8,S,80800,MALAYSIA
2014 Honda CR-V 2.4 (A) 1YRS WARRANTY,CR-V,4D SUV,2014,120k - 129k,Auto,Selangor,2.4,-,39500,MALAYSIA
2010 Honda CITY 1.5 E (A) 1OWN TIPTOP CONDITION!!!,CITY,4D SEDAN,2010,100k - 109k,Auto,Kuala Lumpur,1.5,E,24800,MALAYSIA
2017 Honda ACCORD 2.0 VTi-L FACELIFT (A),ACCORD,4D SEDAN,2017,100k - 109k,Auto,Johor,2,VTi-L,75800,MALAYSIA
[ 2016 ] Honda HR-V 1.8 V (A) E FULL SPEC,HR-V,4D WAGON,2016,40k - 44k,Auto,Selangor,1.8,V,53700,MALAYSIA
2017 Honda BR-V 1.5 V (A),BR-V,4D WAGON,2017,70k - 74k,Auto,Johor,1.5,V,45800,MALAYSIA
2018 Honda CIVIC 1.8 S (A) RR BODYKIT WARRANTY H/L,CIVIC,4D SEDAN,2018,65k - 69k,Auto,Johor,1.8,S i-VTEC,72999,MALAYSIA
2020 Honda CR-V 2.0 2WD (A),CR-V,4D SUV,2020,60k - 64k,Auto,Selangor,2,2WD,89800,MALAYSIA
Honda CIVIC 1.8 S i-VTEC (A) FullService/FullLoan,CIVIC,4D SEDAN,2017,65k - 69k,Auto,Selangor,1.8,S i-VTEC,69999,MALAYSIA
2023 Honda CIVIC 2.0 TYPE R (FL5) (A) Unreg,CIVIC,4D HATCHBACK,2023,5k - 9k,Auto,Selangor,2,TYPE R,289800,JAPAN
ALL-IN-PRICE 2022 Honda HR-V 1.5 TURBO V (A),HR-V,4D SUV,2022,35k - 39k,Auto,Selangor,1.5,TURBO V,114800,MALAYSIA
2021 Honda Civic 1.8 S i-VTEC Sedan Facelift 72KM,CIVIC,4D SEDAN,2020,70k - 74k,Auto,Kuala Lumpur,1.8,S,81800,MALAYSIA
2017 Honda BR-V 1.5 V (A),BR-V,4D WAGON,2017,100k - 109k,Auto,Sarawak,1.5,V,49800,MALAYSIA
FullBodyKit 2017 Honda CIVIC 1.8 (A) CameraKeyless,CIVIC,4D SEDAN,2017,80k - 84k,Auto,Selangor,1.8,S i-VTEC,62800,MALAYSIA
2017 Honda BR-V 1.5 V (A),BR-V,4D WAGON,2017,85k - 89k,Auto,Penang,1.5,V,46800,MALAYSIA
2013 Honda ACCORD 2.0 VTi-L (A) LOW MILEAGE,ACCORD,4D SEDAN,2013,85k - 89k,Auto,Selangor,2,VTi-L,39999,MALAYSIA
-2022 Honda CITY 1.5 V (A) RS P/Start Sport FuLoan,CITY,4D SEDAN,2022,65k - 69k,Auto,Johor,1.5,V,69999,MALAYSIA
2017 Honda CIVIC 1.8 S i-VTEC (A)LOW MILEAGE ORI,CIVIC,4D SEDAN,2017,75k - 79k,Auto,Selangor,1.8,S i-VTEC,65800,MALAYSIA
2017 Honda CIVIC 1.8 S FULL SERVICE RECORD,CIVIC,4D SEDAN,2017,50k - 54k,Auto,Selangor,1.8,S i-VTEC,61900,MALAYSIA
HONDA CIVIC 1.5 TC-P Type-R BODYKIT KETAM TCP FK8,CIVIC,4D SEDAN,2017,70k - 74k,Auto,Kuala Lumpur,1.5,TC-PREMIUM,73800,MALAYSIA
Honda CIVIC 1.5 TC FULL CONVERT TYPE R 3WRTY 2018,CIVIC,4D SEDAN,2018,65k - 69k,Auto,Kuala Lumpur,1.5,TC,87800,MALAYSIA
2007 Honda CITY 1.5 VTEC FACELIFT (A),CITY,4D SEDAN,2007,150k - 159k,Auto,Perak,1.5,VTEC,13800,MALAYSIA
OTR 2024 Honda CITY 1.5 RS FACELIFT (A),CITY,4D SEDAN,2024,10k - 14k,Auto,Selangor,1.5,RS,86800,MALAYSIA
(2016)Honda CR-V 2.0 ORI T/TOP CDT WRT 3YRS FORU,CR-V,4D SUV,2016,60k - 64k,Auto,Johor,2,2WD,57999,MALAYSIA
Honda CIVIC 2.0SE MODULO NAVI FACELIFT(A) WARRANTY,CIVIC,4D SEDAN,2013,80k - 84k,Auto,Selangor,2,S NAVI,36800,MALAYSIA
2015 Honda CITY 1.5 E / 54K LOW MILE/FREE WARRANTY,CITY,4D SEDAN,2015,50k - 54k,Auto,Selangor,1.5,E,34770,MALAYSIA
2017 Honda BR-V 1.5 V (A),BR-V,4D WAGON,2017,55k - 59k,Auto,Johor,1.5,V,45999,MALAYSIA
2011 Honda CIVIC 1.8 S-L iVTEC (A) BLACK INTERIOR,CIVIC,4D SEDAN,2011,100k - 109k,Auto,Selangor,1.8,S-L iVTEC,31888,MALAYSIA
2017 Honda CITY 1.5 E FACELIFT (A),CITY,4D SEDAN,2017,160k - 169k,Auto,Selangor,1.5,E,54000,MALAYSIA
2017 Honda CITY 1.5 E FACELIFT (A),CITY,4D SEDAN,2017,70k - 74k,Auto,Johor,1.5,E,52780,MALAYSIA
2017 Honda CITY 1.5 E FACELIFT (A),CITY,4D SEDAN,2017,85k - 89k,Auto,Pahang,1.5,E,49800,MALAYSIA
2014 Honda JAZZ 1.3 HYBRID FACELIFT (A),JAZZ,4D HATCHBACK,2014,120k - 129k,Auto,Kuala Lumpur,1.3,HYBRID,35800,MALAYSIA
2006 Honda CIVIC 2.0 i-VTEC fd2 convert fully fd2r (A),CIVIC,4D SEDAN,2006,250k - 299k,Auto,Pahang,2,i-VTEC,83000,MALAYSIA
2012 Honda CR-V 2.0 LIMITED (A) LEATHER MODULO,CR-V,4D SUV,2012,110k - 119k,Auto,Kuala Lumpur,2,LIMITED,29800,MALAYSIA
2016 Honda JAZZ 1.5 S / LOW MILE / FREE WARRANTY,JAZZ,4D HATCHBACK,2016,50k - 54k,Auto,Selangor,1.5,S,41770,MALAYSIA
2017 Honda CITY 1.5 E FACELIFT (A),CITY,4D SEDAN,2017,75k - 79k,Auto,Selangor,1.5,E,49000,MALAYSIA
ORI 2018 Honda CIVIC FC 1.8 LEATHER TYPE R BODYKIT,CIVIC,4D SEDAN,2018,80k - 84k,Auto,Kuala Lumpur,1.8,S i-VTEC,76999,MALAYSIA
New Honda CIVIC with FREE GIFTS & REBATE,CIVIC,4D SEDAN,2024,<4k,Auto,Johor,1.5,E,119900,MALAYSIA
2017 Honda CITY 1.5 S (A),CITY,4D SEDAN,2017,65k - 69k,Auto,Johor,1.5,S,45000,MALAYSIA
2019 Honda CR-V 1.5 TC 4WD (A) PADDLESHIFT,CR-V,4D SUV,2019,75k - 79k,Auto,Johor,1.5,TC 4WD,101800,MALAYSIA
ORI 2014 Honda CR-V 2.4 i-VTEC (A) 4WD ANDROID,CR-V,4D SUV,2014,120k - 129k,Auto,Selangor,2.4,4WD,46800,MALAYSIA
2020 Honda CIVIC 1.5 TC-P (A) LED HEADLAMP LEATHER,CIVIC,4D SEDAN,2020,50k - 54k,Auto,Kuala Lumpur,1.5,TC-PREMIUM,96800,MALAYSIA
2014 Honda CITY 1.5A IVTEC,CITY,4D SEDAN,2014,80k - 84k,Auto,Kedah,1.5,E,34800,MALAYSIA
2016 Honda JAZZ 1.5 S (A),JAZZ,4D HATCHBACK,2016,100k - 109k,Auto,Melaka,1.5,S,43500,MALAYSIA
2021 Honda CIVIC FC 1.8 I-VTEC Low Mileage 27K ✅,CIVIC,4D SEDAN,2021,25k - 29k,Auto,Johor,1.8,S,89800,MALAYSIA
1997 Honda CIVIC 1.6 SIR (M),CIVIC,4D HATCHBACK,1997,60k - 64k,Manual,Selangor,1.6,SIR,45000,JAPAN
2018 Honda BR-V 1.5 V (A) FULL LEATHER,BR-V,4D WAGON,2018,140k - 149k,Auto,Selangor,1.5,V,60800,MALAYSIA
2018 Honda CIVIC 1.5 TC FC (A) TYRE-R 1yr WARRANTY,CIVIC,4D SEDAN,2018,85k - 89k,Auto,Selangor,1.5,TC,83999,MALAYSIA
2024 Honda CITY R.Stok F.Loan Tinggi call saya,CITY,4D HATCHBACK,2024,<4k,Auto,Selangor,1.5,V,75000,MALAYSIA
2016 Honda CIVIC 1.5 TC-PREMIUM (A) FULL BODYKIT,CIVIC,4D SEDAN,2016,70k - 74k,Auto,Kuala Lumpur,1.5,TC-PREMIUM,75800,MALAYSIA
2017 Honda CITY 1.5 S (A),CITY,4D SEDAN,2017,120k - 129k,Auto,Penang,1.5,S,39999,MALAYSIA
2017 Honda CITY 1.5 S FACELIFT (A),CITY,4D SEDAN,2017,85k - 89k,Auto,Kedah,1.5,S,52800,MALAYSIA
Honda HR-V 1.8 S ENHANCED (A),HR-V,4D WAGON,2017,80k - 84k,Auto,Selangor,1.8,S,45000,MALAYSIA
2017 Honda CITY 1.5 S FACELIFT (A),CITY,4D SEDAN,2017,95k - 99k,Auto,Perak,1.5,S,50800,MALAYSIA
2017 Honda HR-V 1.8 FULL LOAN LEATHER SEAT,HR-V,4D WAGON,2017,80k - 84k,Auto,Selangor,1.8,S,45200,MALAYSIA
2018 Honda CIVIC 1.8 S i-VTEC (A) F.SERVICE RECORD,CIVIC,4D SEDAN,2018,90k - 94k,Auto,Kuala Lumpur,1.8,S i-VTEC,69800,MALAYSIA
2017 Honda CITY 1.5 V (A),CITY,4D SEDAN,2017,80k - 84k,Auto,Sabah,1.5,V,57000,MALAYSIA
{2017} Honda ACCORD 2.0 VTi-L FACELIFT (A) FULL SR,ACCORD,4D SEDAN,2017,75k - 79k,Auto,Negeri Sembilan,2,VTi-L,79999,MALAYSIA
2022 Honda CR-V 1.5 BLACK EDITION (UNDER WARRANTY),CR-V,4D SUV,2022,15k - 19k,Auto,Johor,1.5,BLACK EDITION 4WD,143800,MALAYSIA
2021 Honda HR-V V 1.8L (A) Full Service 50k Mlg,HR-V,4D WAGON,2021,50k - 54k,Auto,Kuala Lumpur,1.8,V,85800,MALAYSIA
"Honda CITY 1.5 V (A) FU Service Honda , Fu b/kit",CITY,4D SEDAN,2020,45k - 49k,Auto,Kuala Lumpur,1.5,V,64700,MALAYSIA
2017 Honda CITY 1.5 V (A),CITY,4D SEDAN,2017,85k - 89k,Auto,Johor,1.5,V,43800,MALAYSIA
2015 Honda CR-V 2.4 (A),CR-V,4D SUV,2015,140k - 149k,Auto,Johor,2.4,-,78000,MALAYSIA
R /2017/ Honda CITY 1.5 V FACELIFT (A) BODYKIT,CITY,4D SEDAN,2017,95k - 99k,Auto,Selangor,1.5,V,42800,MALAYSIA
2017 Honda CITY 1.5 V FACELIFT (A),CITY,4D SEDAN,2017,95k - 99k,Auto,Melaka,1.5,V,54800,MALAYSIA
FULL LOAN 2019 Honda BR-V 1.5 V (A),BR-V,4D WAGON,2019,35k - 39k,Auto,Johor,1.5,V,55999,MALAYSIA
2010 FD2 Honda CIVIC 2.0 S i-VTEC FACELIFT (A),CIVIC,4D SEDAN,2010,100k - 109k,Auto,Selangor,2,S i-VTEC,35000,MALAYSIA
2017 Honda CITY 1.5 V FACELIFT (A),CITY,4D SEDAN,2017,70k - 74k,Auto,Kuala Lumpur,1.5,V,48800,MALAYSIA
2017 Honda CIVIC 1.5 TC (A),CIVIC,4D SEDAN,2017,80k - 84k,Auto,Kedah,1.5,TC,85800,MALAYSIA
2014 Honda CITY 1.5 (A) V MODULO B/KIT 3YR WARENTY,CITY,4D SEDAN,2014,85k - 89k,Auto,Selangor,1.5,V,36900,MALAYSIA
2017 Honda CIVIC 1.5 TC (A),CIVIC,4D SEDAN,2017,150k - 159k,Auto,Penang,1.5,TC,77500,MALAYSIA
Honda CIVIC 1.8 S i-VTEC TYPE R KIT 18'SPORT RIM,CIVIC,4D SEDAN,2017,75k - 79k,Auto,Selangor,1.8,S i-VTEC,72800,MALAYSIA
2018 Honda CR-V 1.5 TC (A)TURBO ONE ONWER ONLY,CR-V,4D SUV,2018,70k - 74k,Auto,Selangor,1.5,TC 2WD,89800,MALAYSIA
Honda CIVIC 2.0 FD2 Black Interior Car King,CIVIC,4D SEDAN,2011,150k - 159k,Auto,Selangor,2,S i-VTEC,46800,MALAYSIA
2012 Honda CIVIC 2.0 S NAVI FB (A) 1YEAR WARRANTY,CIVIC,4D SEDAN,2012,95k - 99k,Auto,Selangor,2,S NAVI,39999,MALAYSIA
2017 Honda BR-V 1.5 E (A) FULL SERVICE BY HONDA,BR-V,4D WAGON,2017,140k - 149k,Auto,Kuala Lumpur,1.5,E,48800,MALAYSIA
2017 Honda CIVIC 1.5 TC (A),CIVIC,4D SEDAN,2017,120k - 129k,Auto,Johor,1.5,TC,76800,MALAYSIA
Honda Civic FC 1.5 (A) Turbo Modulo High Grd TC,CIVIC,4D SEDAN,2017,75k - 79k,Auto,Selangor,1.5,TC,73800,MALAYSIA
2022 Honda CITY 1.5 V HATCHBACK V-SENSING (A),CITY,4D HATCHBACK,2022,20k - 24k,Auto,Johor,1.5,HATCHBACK V,75800,MALAYSIA
Honda CR-V 1.5 TC-P 2WD (A) POWER BOOT ORI MILEAGE,CR-V,4D SUV,2018,80k - 84k,Auto,Johor,1.5,TC-P 2WD,97800,MALAYSIA
2024 Honda CITY 1.5 V E RS READY STOCK AVAILABLE,CITY,4D SEDAN,2024,<4k,Auto,Selangor,1.5,V,78900,MALAYSIA
2017 Honda ACCORD 2.0 VTi FACELIFT (A),ACCORD,4D SEDAN,2017,90k - 94k,Auto,Melaka,2,VTi,69800,MALAYSIA
2023 Honda CITY 1.5 E HATCHBACK -12K KM MILEAGE-,CITY,4D HATCHBACK,2023,10k - 14k,Auto,Kuala Lumpur,1.5,HATCHBACK E,75800,MALAYSIA
2017 Honda CR-V 2.0 4WD FACELIFT (A),CR-V,4D SUV,2017,85k - 89k,Auto,Kedah,2,4WD,68766,MALAYSIA
Y 2015 Honda CR-V 2.4 4WD FACELIFT (A),CR-V,4D SUV,2015,85k - 89k,Auto,Selangor,2.4,4WD,44800,MALAYSIA
2017 Honda CIVIC 1.5 TC-PREMIUM (A),CIVIC,4D SEDAN,2017,80k - 84k,Auto,Johor,1.5,TC-PREMIUM,86675,MALAYSIA
2017 Honda CIVIC 1.5 TC-PREMIUM (A),CIVIC,4D SEDAN,2017,85k - 89k,Auto,Selangor,1.5,TC-PREMIUM,73800,MALAYSIA
2018 Honda JAZZ 1.5 HYBRID (A) ORI T/TOP CDT WRT 3,JAZZ,4D HATCHBACK,2018,45k - 49k,Auto,Johor,1.5,HYBRID,46999,MALAYSIA
2011 Honda ACCORD 2.0 VTi-L FACELIFT SEDAN LEATHER,ACCORD,4D SEDAN,2011,95k - 99k,Auto,Selangor,2,VTi-L,26800,MALAYSIA
2020 Honda CIVIC 1.5 TC (A) FREE WARRANTY FACELIFT,CIVIC,4D SEDAN,2020,60k - 64k,Auto,Selangor,1.5,TC,91770,MALAYSIA
2018 Honda N BOX 660 CUSTOM G (A),N BOX,4D MPV,2018,35k - 39k,Auto,Selangor,0.7,CUSTOM G,82700,JAPAN
2019 Honda HR-V HYBRID 1.5L (A) FACELIFT-FUL LOAN,HR-V,4D WAGON,2019,80k - 84k,Auto,Kuala Lumpur,1.5,HYBRID,65888,MALAYSIA
ON THE ROAD 2007 Honda CIVIC 2.0 i-VTEC (A),CIVIC,4D SEDAN,2007,120k - 129k,Auto,Kuala Lumpur,2,i-VTEC,28800,MALAYSIA
2020 Honda CIVIC 1.5 HATCHBACK (FK7) MANUAL,CIVIC,4D HATCHBACK,2020,35k - 39k,Auto,Penang,1.5,HATCHBACK,148000,JAPAN
Honda CR-V 1.5 TC 2WD CRV F/SERVICE ELECTRIC SEATS,CR-V,4D SUV,2018,90k - 94k,Auto,Kuala Lumpur,1.5,TC 2WD,91800,MALAYSIA
2017 Honda CIVIC 1.5 TC-PREMIUM (A),CIVIC,4D SEDAN,2017,120k - 129k,Auto,Kuala Lumpur,1.5,TC-PREMIUM,80800,MALAYSIA
2017 Honda CIVIC 1.5 TC-PREMIUM (A),CIVIC,4D SEDAN,2017,100k - 109k,Auto,Perak,1.5,TC-PREMIUM,88800,MALAYSIA
2017 Honda CIVIC 1.5 TC-PREMIUM (A),CIVIC,4D SEDAN,2017,75k - 79k,Auto,Penang,1.5,TC-PREMIUM,82800,MALAYSIA
2017 Honda CIVIC 1.5 TC-PREMIUM (A),CIVIC,4D SEDAN,2017,90k - 94k,Auto,Selangor,1.5,TC-PREMIUM,80800,MALAYSIA
2010 Honda CR-V 2.0A I-VTEC,CR-V,4D SUV,2010,95k - 99k,Auto,Kuala Lumpur,2,i-VTEC,19500,MALAYSIA
2011 Honda ACCORD 2.0 (A) FULL LOAN / LOAN KEDAI,ACCORD,4D SEDAN,2011,80k - 84k,Auto,Selangor,2,VTi-L,24990,MALAYSIA
Honda CR-V 2.4 4WD FACELIFT CRV LANEWATCH 1 OWNER,CR-V,4D SUV,2016,95k - 99k,Auto,Kuala Lumpur,2.4,4WD,56800,MALAYSIA
"2008 Honda CR-V 2.0 i-VTEC (A)LEATHERSEAT,TIP-TOP",CR-V,4D SUV,2008,120k - 129k,Auto,Kuala Lumpur,2,i-VTEC,19900,MALAYSIA
2007 Honda ACCORD 2.0 VTEC FACELIFT Leather Seat,ACCORD,4D SEDAN,2007,150k - 159k,Auto,Johor,2,VTi-S,18600,MALAYSIA
Honda City 1.5 Modulo (A) Full Grade Paddle Shift,CITY,4D SEDAN,2011,110k - 119k,Auto,Selangor,1.5,E MODULO,21800,MALAYSIA
2022 Honda CIVIC 2.0 TYPE R (FL5) (A),CIVIC,4D HATCHBACK,2022,<4k,Auto,Kuala Lumpur,2,TYPE R,314314,JAPAN
Honda CIVIC 1.8 S-L iVTEC FACELIFT (A),CIVIC,4D SEDAN,2011,100k - 109k,Auto,Kuala Lumpur,1.8,S-L iVTEC,24800,MALAYSIA
2017 Honda CIVIC 1.5 TC-PREMIUM (A),CIVIC,4D SEDAN,2017,85k - 89k,Auto,Johor,1.5,TC-PREMIUM,89999,MALAYSIA
Blacklist Loan Kedai 2014 CITY 1.5 FACELIFT (A),CITY,4D SEDAN,2014,100k - 109k,Auto,Kuala Lumpur,1.5,S,18800,MALAYSIA
2021 Honda CR-V 1.5 TC-P 2WD F.SERVICE WARRANTY,CR-V,4D SUV,2021,70k - 74k,Auto,Selangor,1.5,1.5 TC-P 2WD,117800,MALAYSIA
Honda CIVIC 1.5 E MY22 FE (A) F.S.R U/WARRANTY 28,CIVIC,4D SEDAN,2023,15k - 19k,Auto,Kuala Lumpur,1.5,E,106700,MALAYSIA
Honda City 1.5 V (A) 1Malay SportyBodykit Fullspec,CITY,4D SEDAN,2017,80k - 84k,Auto,Kuala Lumpur,1.5,V,49800,MALAYSIA
2017 Honda CIVIC 1.5 TC-PREMIUM (A),CIVIC,4D SEDAN,2017,75k - 79k,Auto,Johor,1.5,TC-PREMIUM,85000,MALAYSIA
2015 Honda ACCORD 2.0 VTi-L NO DOC CAN LOAN✨,ACCORD,4D SEDAN,2015,90k - 94k,Auto,Johor,2,VTi-L,55999,MALAYSIA
Honda HR-V 1.8 - 1 LADY OWNER / FULL LEATHER SEAT,HR-V,4D WAGON,2016,85k - 89k,Auto,Selangor,1.8,S,48800,MALAYSIA
2018 Honda CR-V 1.5 TC 2WD (A),CR-V,4D SUV,2018,60k - 64k,Auto,Johor,1.5,TC 2WD,95800,MALAYSIA
R /2007/ Honda CITY 1.5 i-DSI FACELIFT (A),CITY,4D SEDAN,2007,100k - 109k,Auto,Selangor,1.5,i-DSI,9800,MALAYSIA
2017 Honda CIVIC 1.5 TC-PREMIUM (A),CIVIC,4D SEDAN,2017,120k - 129k,Auto,Johor,1.5,TC-PREMIUM,76800,MALAYSIA
Ori 2007 Honda ACCORD 2.0 VTi FACELIFT (A) LEATHER,ACCORD,4D SEDAN,2007,150k - 159k,Auto,Selangor,2,VTi,14800,MALAYSIA
2017 Honda CIVIC 1.5 TC-PREMIUM (A),CIVIC,4D SEDAN,2017,65k - 69k,Auto,Johor,1.5,TC-PREMIUM,78999,MALAYSIA
2017 Honda CIVIC 1.8 S i-VTEC (A),CIVIC,4D SEDAN,2017,90k - 94k,Auto,Johor,1.8,S i-VTEC,74800,MALAYSIA
2017 Honda CIVIC 1.8 S i-VTEC (A),CIVIC,4D SEDAN,2017,85k - 89k,Auto,Penang,1.8,S i-VTEC,75000,MALAYSIA
2008 Honda CIVIC 1.8 S i-VTEC FD TYPE R S/LEATHER,CIVIC,4D SEDAN,2008,90k - 94k,Auto,Selangor,1.8,S i-VTEC,28800,MALAYSIA
2017 Honda CIVIC 1.8 S i-VTEC (A),CIVIC,4D SEDAN,2017,120k - 129k,Auto,Johor,1.8,S i-VTEC,68800,MALAYSIA
2017 Honda CIVIC 1.8 S i-VTEC (A) F/SERVICE RECORD,CIVIC,4D SEDAN,2017,110k - 119k,Auto,Kuala Lumpur,1.8,S i-VTEC,65800,MALAYSIA
2013 Honda CIVIC 2.0 FD (A) FULL LOAN / LOAN KEDAI,CIVIC,4D SEDAN,2013,85k - 89k,Auto,Selangor,2,S,51990,MALAYSIA
R /2020/ Honda CITY 1.5 (A) MODULO BODYKIT,CITY,4D SEDAN,2020,90k - 94k,Auto,Selangor,1.5,S,46800,MALAYSIA
Honda CITY 1.5 V (A) DRIVE68 KIT / HONDA WRTY 2025,CITY,4D SEDAN,2020,65k - 69k,Auto,Kuala Lumpur,1.5,V,68800,MALAYSIA
Honda CIVIC 1.8 S Facelift (A) Under warranty,CIVIC,4D SEDAN,2021,60k - 64k,Auto,Kuala Lumpur,1.8,S,85800,MALAYSIA
